# This is the metadata of the tracks of albums released in 2025 - Loaded into a csv file from JSON tracked using spotify api 

Track Name,Album Name,Artists,Popularity,Duration (min),Release Date
Ace Anthem,Ace (Original Motion Picture Soundtrack),"Justin Prabhakaran, Ratty Adhiththan",16,2.4955833333333333,2025-05-22
Mama Dhama,Ace (Original Motion Picture Soundtrack),"Justin Prabhakaran, Anthony Daasan, Kaali Venkat, Vetti Paiyan Venkat, Arumuga Kumar, Chella Vel Pandian",18,3.24295,2025-05-22
Feelingu Paatu,DNA (Original Motion Picture Soundtrack),Sahi Siva,17,3.3888833333333332,2025-06-11
Kanne Kanave,DNA (Original Motion Picture Soundtrack),"Sreekanth Hariharan, Sireesha Bhagavatula, Karthik Netha",17,4.266666666666667,2025-06-11
En Vaanile,DNA (Original Motion Picture Soundtrack),"Pravin Saivi, Shweta Mohan, Uma Devi",10,3.2333333333333334,2025-06-11
Vaa En Uyir Poove,DNA (Original Motion Picture Soundtrack),"Sathyaprakash, K. S. Chithra, Uma Devi",8,3.54615,2025-06-11
Maaya Theera,DNA (Original Motion Picture Soundtrack),"Anal Akash, Punya Selva, Muthamil",21,3.288133333333333,2025-06-11
Panimalare,Kaantha (Tamil),"Jhanu Chanthar, Pradeep Kumar, Priyanka NK, Kutti Revathi, Sivam, Deepika Karthik Kumar",42,3.4833333333333334,2025-08-09
Kanmani Nee,Kaantha (Tamil),"Jhanu Chanthar, Pradeep Kumar, Deepika Karthik Kumar, Sivam, Selvamani Selvaraj",33,3.4333833333333335,2025-08-09
Rage Of Kaantha (Tamil),Kaantha (Tamil),"Jhanu Chanthar, Siddharth Basrur, AbhinavaKavi, Yogi B, Lunarpunk",28,4.3835,2025-08-09
Karmugil Kannazhago,Kaantha (Tamil),"Jhanu Chanthar, Pradeep Kumar, Sivam",26,3.566666666666667,2025-08-09
Maanda Mannan Kaviyam,Kaantha (Tamil),"Jhanu Chanthar, Sanjay Manickam, Kaber Vasuki",24,4.900033333333333,2025-08-09
Kalloorum,Veera Dheera Sooran (Original Motion Picture Soundtrack),"G. V. Prakash, Haricharan, Shweta Mohan",61,3.5368333333333335,2025-03-20
Aaathi Adi Aaathi,Veera Dheera Sooran (Original Motion Picture Soundtrack),"G. V. Prakash, Sadhika K R",32,2.74,2025-03-20
Ayla Allela,Veera Dheera Sooran (Original Motion Picture Soundtrack),"G. V. Prakash, Velmurugan",43,3.064583333333333,2025-03-20
Enna Da Polappu Idhu,Madras Matinee,"K C Balasarangan, Vadivelu, Snekan",11,3.9267,2025-07-01
Usure Unna Thaane,Madras Matinee,"K C Balasarangan, Vijay Yesudas, Snekan",4,3.1627833333333335,2025-07-01
Kai Mel Nilavaai,Madras Matinee,"K C Balasarangan, S.P. Charan, Snekan",11,2.9778333333333333,2025-07-01
Dhoora Ninaivil,Madras Matinee,"K C Balasarangan, Snekan",5,3.7849333333333335,2025-07-01
Boomer Maame,Madras Matinee,K C Balasarangan,1,1.7395833333333333,2025-07-01
Thunbam Nergayil,Madras Matinee,"K C Balasarangan, Chithra Mani, Laasya Shyam, Puratchi Kavignar Bharathidasan, Dhandapani Desikar",8,3.423233333333333,2025-07-01
Poyivaa Nanba (Tamil),Kuberaa (Tamil),"Devi Sri Prasad, Dhanush, Viveka",46,4.054833333333334,2025-04-20
Trance of Kuberaa (Tamil),Kuberaa (Tamil),"Dhanush, Deepak Blue, Viveka",22,1.65,2025-04-20
Kadha Kadha Kadhai,Kuberaa (Tamil),"Devi Sri Prasad, Hyde Karty, Kareemulla, Viveka",25,3.0121333333333333,2025-04-20
Pippi Pippi Dum Dum Dum (Tamil),Kuberaa (Tamil),"Devi Sri Prasad, Indravathi Chauhan, Chaitanya Pingali",11,3.4795,2025-04-20
En Magane,Kuberaa (Tamil),"Devi Sri Prasad, Sinduri Vishal, Viveka",23,4.384716666666667,2025-04-20
Aarirari Rariraro Rari Adivechi,Kuberaa (Tamil),"Devi Sri Prasad, Narayanan Ravishankar, Viveka",11,0.8169166666666666,2025-04-20
Haji Ali (Tamil),Kuberaa (Tamil),"Devi Sri Prasad, Kareemulla, Raqueeb Alam",9,1.4887,2025-04-20
Shankara (Tamil),Kuberaa (Tamil),"Devi Sri Prasad, Kalyan Chakravarthy",16,1.1231666666666666,2025-04-20
Yamadi Yamadi,Kuberaa (Tamil),"Devi Sri Prasad, Dhanush, Viveka",25,1.1885666666666668,2025-04-20
Kuppan,Gangers,"C. Sathya, Meenakshi Elayaraja, Gunasundari, Pa. Vijay",9,4.194166666666667,2025-04-24
Vizhichikko,Gangers,"C. Sathya, Deepak Blue, Harish Harz, Srinithi, Varun, Super Subu, Sugandh Shekar",10,3.6923,2025-04-24
2day Jolly 2morrow Gaali,Gangers,"C. Sathya, Gana Vishnu, Vetti Payan Venkat, Madras Miran",5,3.350633333333333,2025-04-24
En Vanmathiye,Gangers,"C. Sathya, Madhushree, Aswath Ajith, Lavarathan",8,3.6575333333333333,2025-04-24
Athiri Puthiri,Gangers,"C. Sathya, Mathichiyam Bala, Senthil Dass, Arun Bharathi",7,3.5861666666666667,2025-04-24
Aaraa Raname,Gangers,"C. Sathya, Abhijith Rao, Thozhan",2,2.0397666666666665,2025-04-24
Kissa 47,Devil's Double Next Level (Original Motion Picture Soundtrack),"ofRO, Kelithee",41,2.85,2025-05-15
Arey Bapre,Devil's Double Next Level (Original Motion Picture Soundtrack),"ofRO, Punya Selva, Rockzane, Pa. Vijay",4,2.5968666666666667,2025-05-15
Cinemakaren,Devil's Double Next Level (Original Motion Picture Soundtrack),"ofRO, Vangal Pulla Vicky, Thamizh Aadhavan",13,2.20485,2025-05-15
Gada Gada,Devil's Double Next Level (Original Motion Picture Soundtrack),"ofRO, Urban Thozha, Gana Francis",3,1.3833333333333333,2025-05-15
Bro Bro Bro,Devil's Double Next Level (Original Motion Picture Soundtrack),"ofRO, Santhanam",4,1.2854166666666667,2025-05-15
Mella Saav,Devil's Double Next Level (Original Motion Picture Soundtrack),"ofRO, Gana Francis",22,1.175,2025-05-15
Muzhumathiyae,Oho Enthan Baby,"Jen Martin, Sid Sriram, Ashique AR",23,3.7542833333333334,2025-06-28
Natchathira,Oho Enthan Baby,"Jen Martin, Priya Mali, Abishek Suresh, Sathya Narayanan, Ashique AR, Karthik Netha",32,3.0625,2025-06-28
Konji Pesi,Oho Enthan Baby,"Jen Martin, Ashique AR",27,3.25555,2025-06-28
Kadhal Ettipakka,Oho Enthan Baby,"Jen Martin, Leon James, Vishnu Edavan",27,2.644433333333333,2025-06-28
Cute'u' Ponnu,Oho Enthan Baby,"Jen Martin, Lavita Lobo, Venu Selvan",19,2.1458333333333335,2025-06-28
Vaa Da Rascolu,Oho Enthan Baby,"Vedshanker, Anthony Daasan, Mani Amudhavanan",23,3.7321333333333335,2025-06-28
Sawadeeka,Vidaamuyarchi (Original Motion Picture Soundtrack),"Anirudh Ravichander, Anthony Daasan, Arivu",50,3.4068833333333335,2025-02-17
Thaniye,Vidaamuyarchi (Original Motion Picture Soundtrack),Anirudh Ravichander,37,3.3217333333333334,2025-02-17
Pathikichu,Vidaamuyarchi (Original Motion Picture Soundtrack),"Anirudh Ravichander, Yogi Sekar, Amogh Balaji",52,3.48025,2025-02-17
Perseverance Theme,Vidaamuyarchi (Original Motion Picture Soundtrack),"Anirudh Ravichander, Amogh Balaji",48,2.9057833333333334,2025-02-17
Yendi Vittu Pona,Dragon (Original Motion Picture Soundtrack),"Leon James, Silambarasan TR, KO. Sesha",50,4.310333333333333,2025-02-21
Rise Of Dragon,Dragon (Original Motion Picture Soundtrack),"Leon James, Anirudh Ravichander, Nadisha Thomas, El Fé Choir, Vignesh Shivan",58,3.5006833333333334,2025-02-21
Vazhithunaiye,Dragon (Original Motion Picture Soundtrack),"Leon James, Sid Sriram, Sanjana Kalmanje, Vignesh Shivan",69,3.6380833333333333,2025-02-21
Maatikkinaaru Orutharu,Dragon (Original Motion Picture Soundtrack),"Leon James, Gana Apellow",54,3.3333333333333335,2025-02-21
Maname Maname,Dragon (Original Motion Picture Soundtrack),"Leon James, Pradeep Kumar, KO. Sesha",47,4.176466666666666,2025-02-21
Iraivaa,Dragon (Original Motion Picture Soundtrack),"Leon James, Yuvan Shankar Raja, KO. Sesha",54,3.321833333333333,2025-02-21
Cash Cash,Mask,"G. V. Prakash, Suresh Peters, Karunas, Kaber Vasuki",26,3.4674,2025-11-27
Ethical Spy,Mask,"G. V. Prakash, Kaber Vasuki",21,2.73395,2025-11-27
Kannumuzhi,Mask,"G. V. Prakash, Anthony Daasan, Sublahshini, Karumathur Manimaran",42,3.75085,2025-11-27
Giru Giru,Mask,"G. V. Prakash, Gana Balachander, Kaber Vasuki",30,3.28795,2025-11-27
Kanavugal Indri,Mask,"G. V. Prakash, Sublahshini, Kaber Vasuki",22,1.6014166666666667,2025-11-27
Idhudhan Engal Ulagam,Mask,"G. V. Prakash, Andrea Jeremiah, Ananthu, Smith Asher, Arulparan Vaaheesan, Kaber Vasuki",33,3.735116666666667,2025-11-27
Vetri Veerane,Mask,"G. V. Prakash, Anthony Daasan, Vaaheesan Rasaiya",32,2.818216666666667,2025-11-27
Coolie Disco,Coolie (Original Motion Picture Soundtrack),Anirudh Ravichander,62,2.15475,2025-08-02
Chikitu,Coolie (Original Motion Picture Soundtrack),"Anirudh Ravichander, T. Rajendar, Arivu",59,3.60135,2025-08-02
Uyirnaadi Nanbane,Coolie (Original Motion Picture Soundtrack),"Anirudh Ravichander, Sai Smriti",50,3.8145,2025-08-02
I Am The Danger,Coolie (Original Motion Picture Soundtrack),"Siddharth Basrur, Anirudh Ravichander, Heisenberg",59,3.5794,2025-08-02
Monica,Coolie (Original Motion Picture Soundtrack),"Anirudh Ravichander, Sublahshini, Asal Kolaar",68,3.6271166666666668,2025-08-02
Kokki,Coolie (Original Motion Picture Soundtrack),"Anirudh Ravichander, Sooraj Santhosh, Amogh Balaji",59,3.8684333333333334,2025-08-02
Powerhouse,Coolie (Original Motion Picture Soundtrack),"Anirudh Ravichander, Arivu",67,3.443783333333333,2025-08-02
Mobsta,Coolie (Original Motion Picture Soundtrack),"Anirudh Ravichander, Heisenberg",63,1.9052333333333333,2025-08-02
Thirudi,Kiss (Original Motion Picture Soundtrack),"Jen Martin, Anirudh Ravichander, Ashique AR",56,3.6581166666666665,2025-09-15
Jillelama,Kiss (Original Motion Picture Soundtrack),"Jen Martin, Adithya RK, Priya Mali, Vishnu Edavan",43,3.54545,2025-09-15
Chikku Bukku,Kiss (Original Motion Picture Soundtrack),"Jen Martin, Meera Karthik Kumar, Ashique AR",31,2.9108833333333335,2025-09-15
Ennale Ennale,Kiss (Original Motion Picture Soundtrack),"Jen Martin, Abishek Suresh, Vignesh Shivan",51,4.307683333333333,2025-09-15
Say My Name,Kiss (Original Motion Picture Soundtrack),"Jen Martin, Arunraja Kamaraj, Venu Selvan, Ashique AR",29,2.5070333333333332,2025-09-15
Venaandi,Kiss (Original Motion Picture Soundtrack),"Jen Martin, Inno Genga, Ashique AR",46,2.6875,2025-09-15
A Kiss Across Time,Kiss (Original Motion Picture Soundtrack),Jen Martin,33,3.59745,2025-09-15
Oorum Blood,Dude (Original Motion Picture Soundtrack),"Sai Abhyankkar, Paal Dabba, Bhumi, Deepthi Suresh",75,4.001783333333333,2025-10-26
Singari,Dude (Original Motion Picture Soundtrack),"Sai Abhyankkar, Pradeep Ranganathan, Sai Smriti, Semv.iii",71,3.466666666666667,2025-10-26
Nallaru Po,Dude (Original Motion Picture Soundtrack),"Sai Abhyankkar, Tippu, Mohit Chauhan, Vivek",67,3.9345166666666667,2025-10-26
Kannukulla,Dude (Original Motion Picture Soundtrack),"Sai Abhyankkar, Jonita Gandhi, Adesh Krishna",69,4.5632166666666665,2025-10-26
Yumabaibesa,Dude (Original Motion Picture Soundtrack),"Sai Abhyankkar, Semv.iii",66,2.5693333333333332,2025-10-26
Kannukulla (Reprise),Dude (Original Motion Picture Soundtrack),"Sai Abhyankkar, Adesh Krishna",66,4.5729,2025-10-26
Dude Trailer Blast - Theme,Dude (Original Motion Picture Soundtrack),Sai Abhyankkar,57,2.6837833333333334,2025-10-26
Blud Is On His Way,Dude (Original Motion Picture Soundtrack),Sai Abhyankkar,58,1.2846666666666666,2025-10-26
Oorum Blood Unplugged,Dude (Original Motion Picture Soundtrack),"Sai Abhyankkar, Paal Dabba",71,1.3366666666666667,2025-10-26
Salambala,Madharaasi (Original Motion Picture Soundtrack),"Anirudh Ravichander, Sai Abhyankkar, Super Subu",60,3.45365,2025-08-27
Vazhiyiraen,Madharaasi (Original Motion Picture Soundtrack),"Anirudh Ravichander, Kwame Fyah, Vignesh Shivan",49,3.9268833333333335,2025-08-27
Madharaasi Theme,Madharaasi (Original Motion Picture Soundtrack),Anirudh Ravichander,48,1.2163833333333334,2025-08-27
Unadhu Enadhu,Madharaasi (Original Motion Picture Soundtrack),"Anirudh Ravichander, Shilpa Rao, Ravi G, Adesh Krishna",40,4.333333333333333,2025-08-27
Animal Instinct,Madharaasi (Original Motion Picture Soundtrack),Anirudh Ravichander,47,0.62165,2025-08-27
Usara Uruvi,Madharaasi (Original Motion Picture Soundtrack),"Anirudh Ravichander, Ravi G, Vishnu Edavan",42,3.3932166666666665,2025-08-27
Madharaasi Flow,Madharaasi (Original Motion Picture Soundtrack),"Anirudh Ravichander, Kwame Fyah",39,0.6666666666666666,2025-08-27
Thangapoovey,Madharaasi (Original Motion Picture Soundtrack),"Anirudh Ravichander, Ravi G, Vivek",70,4.014083333333334,2025-08-27
Mudinja Thodra,Madharaasi (Original Motion Picture Soundtrack),Anirudh Ravichander,45,1.9633666666666667,2025-08-27
Bullet Vandi,Gandhi Kannadi (Original Motion Picture Soundtrack),Anthony Daasan,4,3.0078,2025-09-12
Thimurukaari,Gandhi Kannadi (Original Motion Picture Soundtrack),Sean Roldan,11,4.258816666666666,2025-09-12
Hindi Nahi Maalum,Gandhi Kannadi (Original Motion Picture Soundtrack),Deva,4,3.9,2025-09-12
Kadhal Uyire,Gandhi Kannadi (Original Motion Picture Soundtrack),Yuvan Shankar Raja,20,4.958333333333333,2025-09-12
Love Detox,Retro [TAMIL],"Punya Selva, Suriya, Santhosh Narayanan, Arunraja Kamaraj",42,3.5019,2025-04-18
Edharkaga Marubadi,Retro [TAMIL],"Punya Selva, Santhosh Narayanan, Vivek",51,4.284083333333333,2025-04-18
The One,Retro [TAMIL],"Sid Sriram, Santhosh Narayanan, SVDP, Vivek",54,3.9851666666666667,2025-04-18
Kannadi Poove,Retro [TAMIL],"Santhosh Narayanan, Vivek",60,4.350816666666667,2025-04-18
Lose Your Fkin Mind,Retro [TAMIL],"Santhosh Narayanan, 808Krshna",44,1.70155,2025-04-18
Kanimaa,Retro [TAMIL],"Santhosh Narayanan, The Indian Choral Ensemble, Vivek",54,4.053716666666666,2025-04-18
Diya Diya,Bun Butter Jam (Original Motion Picture Soundtrack),"Nivas K Prasanna, Sid Sriram, Karthik Netha",34,4.738133333333334,2025-07-18
Edho Pesathaane,Bun Butter Jam (Original Motion Picture Soundtrack),"Nivas K Prasanna, Siddharth, Shilpa Rao, Vijay Sethupathi",32,3.1971833333333333,2025-07-18
Kaajuma,Bun Butter Jam (Original Motion Picture Soundtrack),"Nivas K Prasanna, Ilaiyaraaja, Aditi Shankar, MK Balaji",32,4.354833333333334,2025-07-18
Vaanavilley,Bun Butter Jam (Original Motion Picture Soundtrack),"Nivas K Prasanna, Pragathi Guruprasad, Saras Menon, Mohan Rajan",19,4.462016666666667,2025-07-18
Validhaano Kaadhal,Bun Butter Jam (Original Motion Picture Soundtrack),"Nivas K Prasanna, Vijay Sethupathi",23,4.373983333333333,2025-07-18
Oli Thedi,Bun Butter Jam (Original Motion Picture Soundtrack),"Nivas K Prasanna, Pragathi Guruprasad, Jeyachandra Hashmi",25,2.7398333333333333,2025-07-18
Give me Some Bun Butter Jam,Bun Butter Jam (Original Motion Picture Soundtrack),"Nivas K Prasanna, Saras Menon",10,0.6666666666666666,2025-07-18
Theekkoluthi,Bison Kaalamaadan (Original Motion Picture Soundtrack),"Nivas K Prasanna, Mari Selvaraj",63,6.077516666666667,2025-10-28
Rekka Rekka,Bison Kaalamaadan (Original Motion Picture Soundtrack),"Nivas K Prasanna, Arivu, Vedan, Mari Selvaraj",64,5.053383333333334,2025-10-28
Cheenikkallu,Bison Kaalamaadan (Original Motion Picture Soundtrack),"Nivas K Prasanna, Chinmayi, Vijay Yesudas, Mari Selvaraj",52,5.91935,2025-10-28
Thennaadu,Bison Kaalamaadan (Original Motion Picture Soundtrack),"Nivas K Prasanna, Sathyan Mahalingam, Mari Selvaraj",59,5.02105,2025-10-28
Kaalamaadan Gaanam,Bison Kaalamaadan (Original Motion Picture Soundtrack),"Nivas K Prasanna, V.M. Mahalingam, Mari Selvaraj",58,4.95725,2025-10-28
Cheenikkallu (unplugged),Bison Kaalamaadan (Original Motion Picture Soundtrack),"Nivas K Prasanna, Mari Selvaraj",50,3.21875,2025-10-28
The Devil is Waiting,Eleven (Tamil),"D. Imman, Shruti Haasan, Lokkesh Ajls",27,4.35885,2025-04-29
Azhagaana Arakkana,Eleven (Tamil),"D. Imman, Vishnu Edavan, Jonita Gandhi",25,4.2565,2025-04-29
Vidiyaatha Vaanam Yenga Pochu,Eleven (Tamil),D. Imman,21,4.299666666666667,2025-04-29
Hey Siri,Eleven (Tamil),"D. Imman, Varun Parandhaman, Manoj Krishna, Joewin Shamalina, Adhira Suresh, Vishnu Edavan",7,2.7708333333333335,2025-04-29
Ikkada Raa,Eleven (Tamil),"D. Imman, Andrea Jeremiah",8,3.220833333333333,2025-04-29
Enna Sugam,Idli Kadai,"G. V. Prakash, Dhanush, Shweta Mohan",61,3.707316666666667,2025-09-25
Enjaami Thandhaane,Idli Kadai,"G. V. Prakash, Dhanush, Arivu",53,4.86315,2025-09-25
Yen Paattan Saami Varum,Idli Kadai,"G. V. Prakash, Anthony Daasan, Dhanush",52,3.7142833333333334,2025-09-25
Ethana Saami,Idli Kadai,"G. V. Prakash, Pushpavanam Kuppusamy, Raju Murugan",60,4.626083333333334,2025-09-25
Kulasamy Kaaval Kaaka,Idli Kadai,"G. V. Prakash, Arivu",46,2.5530666666666666,2025-09-25
My Heartu Spinning,Idli Kadai,"G. V. Prakash, A. R. Ameen, Sublahshini, Falcon",44,2.5446333333333335,2025-09-25
Kallaliye Kallaliye,Maaman (Original Motion Picture Soundtrack),"Hesham Abdul Wahab, Sharanya Srinivas, Vivek, Eknath",47,5.129616666666666,2025-05-09
Azhage Agarame,Maaman (Original Motion Picture Soundtrack),"Hesham Abdul Wahab, Ravi G, Vivek",30,3.7083333333333335,2025-05-09
Dheivamagane Dheivamagane,Maaman (Original Motion Picture Soundtrack),"Hesham Abdul Wahab, K. S. Harisankar, Vivek",33,3.3666666666666667,2025-05-09
Kannale Pesuma,Maaman (Original Motion Picture Soundtrack),"Hesham Abdul Wahab, Shweta Mohan, Vivek",48,2.9830833333333335,2025-05-09
Vizhuthe Thalavizhuthe,Maaman (Original Motion Picture Soundtrack),"Hesham Abdul Wahab, Sean Roldan, Sanjana Kalmanje, Manikandan",27,3.0692166666666667,2025-05-09
Vaanam Kizhiyuthu,Maaman (Original Motion Picture Soundtrack),"Hesham Abdul Wahab, Job Kurian, Vivek",16,2.8,2025-05-09
Jodi Porutham,Aanpaavam Pollathathu,"Siddhu Kumar, Lakshmikanth M, Vignesh Ramakrishna",54,3.7525,2025-10-29
Aththaan,Aanpaavam Pollathathu,"Siddhu Kumar, vaisagh, Mu.Vi",35,2.933333333333333,2025-10-29
Mana Magane,Aanpaavam Pollathathu,"Siddhu Kumar, Anthony Daasan, Gana Bala, Rio Raj",31,3.175,2025-10-29
Rathinamey,Aanpaavam Pollathathu,"Siddhu Kumar, Lakshmikanth M, GKB",43,2.275,2025-10-29
Sakthi Theme,Aanpaavam Pollathathu,Siddhu Kumar,23,1.1605333333333334,2025-10-29
Aanpaavam Pollathathu Trailer Theme,Aanpaavam Pollathathu,Siddhu Kumar,21,2.4,2025-10-29
Aanpaavam Pollathathu Theme,Aanpaavam Pollathathu,Siddhu Kumar,22,0.88275,2025-10-29
Og Sambavam,Good Bad Ugly [TAMIL],"G. V. Prakash, Adhik Ravi Chandran, Vishnu Edavan",48,3.3016833333333335,2025-04-10
God Bless U,Good Bad Ugly [TAMIL],"Anirudh Ravichander, Paal Dabba, G. V. Prakash, Rokesh",48,4.003733333333333,2025-04-10
Ak - The Tiger,Good Bad Ugly [TAMIL],"Darkkey, G. V. Prakash",48,3.3842166666666667,2025-04-10
Ranagalam,Good Bad Ugly [TAMIL],"Smith Asher, Nixen, G. V. Prakash",54,3.2344833333333334,2025-04-10
"Golden Sparrow (From ""Nilavuku En Mel Ennadi Kobam"")",Nilavuku En Mel Ennadi Kobam (Original Motion Picture Soundtrack),"G. V. Prakash, Arivu, Dhanush, Sublahshini",60,3.84,2025-04-01
"Kadhal Fail (From ""Nilavuku En Mel Ennadi Kobam"")",Nilavuku En Mel Ennadi Kobam (Original Motion Picture Soundtrack),"G. V. Prakash, Dhanush",46,3.9266666666666667,2025-04-01
"Yedi (From ""Nilavuku En Mel Ennadi Kobam"")",Nilavuku En Mel Ennadi Kobam (Original Motion Picture Soundtrack),"G. V. Prakash, Vivek, Dhanush, Jonita Gandhi",61,3.3602833333333333,2025-04-01
"Pulla (From ""Nilavuku En Mel Ennadi Kobam"")",Nilavuku En Mel Ennadi Kobam (Original Motion Picture Soundtrack),"G. V. Prakash, Dhanush",43,3.1058666666666666,2025-04-01
"Pulla - Reprise Version (From ""Nilavuku En Mel Ennadi Kobam"")",Nilavuku En Mel Ennadi Kobam (Original Motion Picture Soundtrack),"G. V. Prakash, Dhanush",22,3.04705,2025-04-01
"Yedi x Golden Sparrow (From ""Nilavuku En Mel Ennadi Kobam"")",Nilavuku En Mel Ennadi Kobam (Original Motion Picture Soundtrack),"G. V. Prakash, Arivu, Sublahshini, Dhanush",37,0.9493333333333334,2025-04-01
En Uyire,Nilavuku En Mel Ennadi Kobam (Original Motion Picture Soundtrack),"G. V. Prakash, Dhanush",32,1.8133333333333332,2025-04-01
Nee Paadhi Naa Paadhi,Nilavuku En Mel Ennadi Kobam (Original Motion Picture Soundtrack),"G. V. Prakash, Dhanush, Santhosh Hariharan",21,3.3333333333333335,2025-04-01
Yen Pona,Nilavuku En Mel Ennadi Kobam (Original Motion Picture Soundtrack),"G. V. Prakash, Dhanush",32,3.1780833333333334,2025-04-01
Feelingu Paatu,DNA (Original Motion Picture Soundtrack),Sahi Siva,17,3.3888833333333332,2025-06-11
Kanne Kanave,DNA (Original Motion Picture Soundtrack),"Sreekanth Hariharan, Sireesha Bhagavatula, Karthik Netha",17,4.266666666666667,2025-06-11
En Vaanile,DNA (Original Motion Picture Soundtrack),"Pravin Saivi, Shweta Mohan, Uma Devi",10,3.2333333333333334,2025-06-11
Vaa En Uyir Poove,DNA (Original Motion Picture Soundtrack),"Sathyaprakash, K. S. Chithra, Uma Devi",8,3.54615,2025-06-11
Maaya Theera,DNA (Original Motion Picture Soundtrack),"Anal Akash, Punya Selva, Muthamil",21,3.288133333333333,2025-06-11
Aachaley,Tourist Family (Original Motion Picture Soundtrack),"Sean Roldan, Mohan Rajan",46,3.432,2025-04-23
Vaazhndhu Paaru,Tourist Family (Original Motion Picture Soundtrack),"Sean Roldan, S.P. Charan, Mohan Rajan",31,3.6333333333333333,2025-04-23
Iragey,Tourist Family (Original Motion Picture Soundtrack),"Sean Roldan, Vijay Yesudas, Mohan Rajan",36,3.717633333333333,2025-04-23
Iragey Reprise,Tourist Family (Original Motion Picture Soundtrack),"Sean Roldan, Venkatramanan, Mohan Rajan",34,3.3882333333333334,2025-04-23
Mugai Mazhai,Tourist Family (Original Motion Picture Soundtrack),"Sean Roldan, Saindhavi, Mohan Rajan",49,3.85555,2025-04-23
